observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
re_l_he_1_2023-08-09_0001,re_l_he_1,re_l_he_1_2023-08-09_0001.JPG,re_l_he_1_motion_sensor_1,2023-08-09T13:23:15Z,2023-08-09T13:23:16Z,media,unknown,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999998569488525,,
re_l_he_1_2023-08-09_0002,re_l_he_1,re_l_he_1_2023-08-09_0002.JPG,re_l_he_1_motion_sensor_1,2023-08-09T13:23:15Z,2023-08-09T13:23:16Z,media,unknown,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999998927116394,,
re_l_he_1_2023-08-10_0001,re_l_he_1,re_l_he_1_2023-08-10_0001.JPG,re_l_he_1_time_lapse_1,2023-08-09T23:00:00Z,2023-08-09T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999996066093445,,
re_l_he_1_2023-08-10_0002,re_l_he_1,re_l_he_1_2023-08-10_0002.JPG,re_l_he_1_time_lapse_2,2023-08-10T11:00:00Z,2023-08-10T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999996066093445,,
re_l_he_1_2023-08-11_0001,re_l_he_1,re_l_he_1_2023-08-11_0001.JPG,re_l_he_1_time_lapse_3,2023-08-10T23:00:00Z,2023-08-10T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994158744812,,
re_l_he_1_2023-08-11_0002,re_l_he_1,re_l_he_1_2023-08-11_0002.JPG,re_l_he_1_time_lapse_4,2023-08-11T11:00:00Z,2023-08-11T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994158744812,,
re_l_he_1_2023-08-11_0003,re_l_he_1,re_l_he_1_2023-08-11_0003.JPG,re_l_he_1_motion_sensor_2,2023-08-11T20:16:05Z,2023-08-11T20:16:05Z,media,animal,,Cricetidae,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.997351408004761,,
re_l_he_1_2023-08-11_0004,re_l_he_1,re_l_he_1_2023-08-11_0004.JPG,re_l_he_1_motion_sensor_2,2023-08-11T20:16:05Z,2023-08-11T20:16:05Z,media,animal,,Cricetidae,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999996662139893,,
re_l_he_1_2023-08-12_0001,re_l_he_1,re_l_he_1_2023-08-12_0001.JPG,re_l_he_1_time_lapse_5,2023-08-11T23:00:00Z,2023-08-11T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993562698364,,
re_l_he_1_2023-08-12_0002,re_l_he_1,re_l_he_1_2023-08-12_0002.JPG,re_l_he_1_time_lapse_6,2023-08-12T11:00:00Z,2023-08-12T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999990224838257,,
re_l_he_1_2023-08-13_0001,re_l_he_1,re_l_he_1_2023-08-13_0001.JPG,re_l_he_1_time_lapse_7,2023-08-12T23:00:00Z,2023-08-12T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994874000549,,
re_l_he_1_2023-08-13_0002,re_l_he_1,re_l_he_1_2023-08-13_0002.JPG,re_l_he_1_time_lapse_8,2023-08-13T11:00:00Z,2023-08-13T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99992561340332,,
re_l_he_1_2023-08-14_0001,re_l_he_1,re_l_he_1_2023-08-14_0001.JPG,re_l_he_1_time_lapse_9,2023-08-13T23:00:00Z,2023-08-13T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999984264373779,,
re_l_he_1_2023-08-14_0002,re_l_he_1,re_l_he_1_2023-08-14_0002.JPG,re_l_he_1_time_lapse_10,2023-08-14T11:00:00Z,2023-08-14T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999905586242676,,
re_l_he_1_2023-08-15_0001,re_l_he_1,re_l_he_1_2023-08-15_0001.JPG,re_l_he_1_time_lapse_11,2023-08-14T23:00:00Z,2023-08-14T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999995350837708,,
re_l_he_1_2023-08-15_0002,re_l_he_1,re_l_he_1_2023-08-15_0002.JPG,re_l_he_1_time_lapse_12,2023-08-15T11:00:00Z,2023-08-15T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999995589256287,,
re_l_he_1_2023-08-16_0001,re_l_he_1,re_l_he_1_2023-08-16_0001.JPG,re_l_he_1_time_lapse_13,2023-08-15T23:00:00Z,2023-08-15T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999991774559021,,
re_l_he_1_2023-08-16_0002,re_l_he_1,re_l_he_1_2023-08-16_0002.JPG,re_l_he_1_time_lapse_14,2023-08-16T11:00:00Z,2023-08-16T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999988079071045,,
re_l_he_1_2023-08-17_0001,re_l_he_1,re_l_he_1_2023-08-17_0001.JPG,re_l_he_1_time_lapse_15,2023-08-16T23:00:00Z,2023-08-16T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994993209839,,
re_l_he_1_2023-08-17_0002,re_l_he_1,re_l_he_1_2023-08-17_0002.JPG,re_l_he_1_time_lapse_16,2023-08-17T11:00:00Z,2023-08-17T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99999463558197,,
re_l_he_1_2023-08-18_0001,re_l_he_1,re_l_he_1_2023-08-18_0001.JPG,re_l_he_1_time_lapse_17,2023-08-17T23:00:00Z,2023-08-17T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993920326233,,
re_l_he_1_2023-08-18_0002,re_l_he_1,re_l_he_1_2023-08-18_0002.JPG,re_l_he_1_time_lapse_18,2023-08-18T11:00:00Z,2023-08-18T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999995350837708,,
re_l_he_1_2023-08-19_0001,re_l_he_1,re_l_he_1_2023-08-19_0001.JPG,re_l_he_1_time_lapse_19,2023-08-18T23:00:00Z,2023-08-18T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994874000549,,
re_l_he_1_2023-08-19_0002,re_l_he_1,re_l_he_1_2023-08-19_0002.JPG,re_l_he_1_time_lapse_20,2023-08-19T11:00:00Z,2023-08-19T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994039535522,,
re_l_he_1_2023-08-20_0001,re_l_he_1,re_l_he_1_2023-08-20_0001.JPG,re_l_he_1_time_lapse_21,2023-08-19T23:00:00Z,2023-08-19T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994277954102,,
re_l_he_1_2023-08-20_0002,re_l_he_1,re_l_he_1_2023-08-20_0002.JPG,re_l_he_1_time_lapse_22,2023-08-20T11:00:00Z,2023-08-20T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994516372681,,
re_l_he_1_2023-08-21_0001,re_l_he_1,re_l_he_1_2023-08-21_0001.JPG,re_l_he_1_time_lapse_23,2023-08-20T23:00:00Z,2023-08-20T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993562698364,,
re_l_he_1_2023-08-21_0002,re_l_he_1,re_l_he_1_2023-08-21_0002.JPG,re_l_he_1_time_lapse_24,2023-08-21T11:00:00Z,2023-08-21T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.9999920129776,,
re_l_he_1_2023-08-22_0001,re_l_he_1,re_l_he_1_2023-08-22_0001.JPG,re_l_he_1_time_lapse_25,2023-08-21T23:00:00Z,2023-08-21T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993801116943,,
re_l_he_1_2023-08-22_0002,re_l_he_1,re_l_he_1_2023-08-22_0002.JPG,re_l_he_1_time_lapse_26,2023-08-22T11:00:00Z,2023-08-22T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.9999920129776,,
re_l_he_1_2023-08-23_0001,re_l_he_1,re_l_he_1_2023-08-23_0001.JPG,re_l_he_1_time_lapse_27,2023-08-22T23:00:00Z,2023-08-22T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994039535522,,
re_l_he_1_2023-08-23_0002,re_l_he_1,re_l_he_1_2023-08-23_0002.JPG,re_l_he_1_time_lapse_28,2023-08-23T11:00:00Z,2023-08-23T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993562698364,,
re_l_he_1_2023-08-24_0001,re_l_he_1,re_l_he_1_2023-08-24_0001.JPG,re_l_he_1_time_lapse_29,2023-08-23T23:00:00Z,2023-08-23T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993085861206,,
re_l_he_1_2023-08-24_0002,re_l_he_1,re_l_he_1_2023-08-24_0002.JPG,re_l_he_1_time_lapse_30,2023-08-24T11:00:00Z,2023-08-24T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993085861206,,
re_l_he_1_2023-08-25_0001,re_l_he_1,re_l_he_1_2023-08-25_0001.JPG,re_l_he_1_time_lapse_31,2023-08-24T23:00:00Z,2023-08-24T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999992728233337,,
re_l_he_1_2023-08-25_0002,re_l_he_1,re_l_he_1_2023-08-25_0002.JPG,re_l_he_1_time_lapse_32,2023-08-25T11:00:00Z,2023-08-25T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994516372681,,
re_l_he_1_2023-08-26_0001,re_l_he_1,re_l_he_1_2023-08-26_0001.JPG,re_l_he_1_time_lapse_33,2023-08-25T23:00:00Z,2023-08-25T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999991774559021,,
re_l_he_1_2023-08-26_0002,re_l_he_1,re_l_he_1_2023-08-26_0002.JPG,re_l_he_1_time_lapse_34,2023-08-26T11:00:00Z,2023-08-26T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993920326233,,
re_l_he_1_2023-08-27_0001,re_l_he_1,re_l_he_1_2023-08-27_0001.JPG,re_l_he_1_time_lapse_35,2023-08-26T23:00:00Z,2023-08-26T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999993085861206,,
re_l_he_1_2023-08-27_0002,re_l_he_1,re_l_he_1_2023-08-27_0002.JPG,re_l_he_1_time_lapse_36,2023-08-27T11:00:00Z,2023-08-27T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994039535522,,
re_l_he_1_2023-08-28_0001,re_l_he_1,re_l_he_1_2023-08-28_0001.JPG,re_l_he_1_motion_sensor_3,2023-08-27T22:22:47Z,2023-08-27T22:22:47Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.989591181278229,,
re_l_he_1_2023-08-28_0002,re_l_he_1,re_l_he_1_2023-08-28_0002.JPG,re_l_he_1_motion_sensor_3,2023-08-27T22:22:47Z,2023-08-27T22:22:47Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999992728233337,,
re_l_he_1_2023-08-28_0003,re_l_he_1,re_l_he_1_2023-08-28_0003.JPG,re_l_he_1_time_lapse_37,2023-08-27T23:00:00Z,2023-08-27T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999988079071045,,
re_l_he_1_2023-08-28_0004,re_l_he_1,re_l_he_1_2023-08-28_0004.JPG,re_l_he_1_time_lapse_38,2023-08-28T11:00:00Z,2023-08-28T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999992966651917,,
re_l_he_1_2023-08-29_0001,re_l_he_1,re_l_he_1_2023-08-29_0001.JPG,re_l_he_1_time_lapse_39,2023-08-28T23:00:00Z,2023-08-28T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999990701675415,,
re_l_he_1_2023-08-29_0002,re_l_he_1,re_l_he_1_2023-08-29_0002.JPG,re_l_he_1_time_lapse_40,2023-08-29T11:00:00Z,2023-08-29T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999992370605469,,
re_l_he_1_2023-08-30_0001,re_l_he_1,re_l_he_1_2023-08-30_0001.JPG,re_l_he_1_time_lapse_41,2023-08-29T23:00:00Z,2023-08-29T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999990463256836,,
re_l_he_1_2023-08-30_0002,re_l_he_1,re_l_he_1_2023-08-30_0002.JPG,re_l_he_1_time_lapse_42,2023-08-30T11:00:00Z,2023-08-30T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999989032745361,,
re_l_he_1_2023-08-31_0001,re_l_he_1,re_l_he_1_2023-08-31_0001.JPG,re_l_he_1_time_lapse_43,2023-08-30T23:00:00Z,2023-08-30T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999987125396729,,
re_l_he_1_2023-08-31_0002,re_l_he_1,re_l_he_1_2023-08-31_0002.JPG,re_l_he_1_time_lapse_44,2023-08-31T11:00:00Z,2023-08-31T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999992489814758,,
re_l_he_1_2023-09-01_0001,re_l_he_1,re_l_he_1_2023-09-01_0001.JPG,re_l_he_1_time_lapse_45,2023-08-31T23:00:00Z,2023-08-31T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99999213218689,,
re_l_he_1_2023-09-01_0002,re_l_he_1,re_l_he_1_2023-09-01_0002.JPG,re_l_he_1_time_lapse_46,2023-09-01T11:00:00Z,2023-09-01T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999991655349731,,
re_l_he_1_2023-09-01_0003,re_l_he_1,re_l_he_1_2023-09-01_0003.JPG,re_l_he_1_motion_sensor_4,2023-09-01T20:14:11Z,2023-09-01T20:14:11Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.998883903026581,,
re_l_he_1_2023-09-01_0004,re_l_he_1,re_l_he_1_2023-09-01_0004.JPG,re_l_he_1_motion_sensor_4,2023-09-01T20:14:11Z,2023-09-01T20:14:11Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.998863339424133,,
re_l_he_1_2023-09-01_0005,re_l_he_1,re_l_he_1_2023-09-01_0005.JPG,re_l_he_1_motion_sensor_5,2023-09-01T20:15:30Z,2023-09-01T20:15:31Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999998450279236,,
re_l_he_1_2023-09-01_0006,re_l_he_1,re_l_he_1_2023-09-01_0006.JPG,re_l_he_1_motion_sensor_5,2023-09-01T20:15:30Z,2023-09-01T20:15:31Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999981760978699,,
re_l_he_1_2023-09-01_0007,re_l_he_1,re_l_he_1_2023-09-01_0007.JPG,re_l_he_1_motion_sensor_6,2023-09-01T20:19:21Z,2023-09-01T20:19:22Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.997132062911987,,
re_l_he_1_2023-09-01_0008,re_l_he_1,re_l_he_1_2023-09-01_0008.JPG,re_l_he_1_motion_sensor_6,2023-09-01T20:19:21Z,2023-09-01T20:19:22Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999153137207031,,
re_l_he_1_2023-09-02_0001,re_l_he_1,re_l_he_1_2023-09-02_0001.JPG,re_l_he_1_time_lapse_47,2023-09-01T23:00:00Z,2023-09-01T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999994397163391,,
re_l_he_1_2023-09-02_0002,re_l_he_1,re_l_he_1_2023-09-02_0002.JPG,re_l_he_1_motion_sensor_7,2023-09-02T01:17:01Z,2023-09-02T01:17:02Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.998799443244934,,
re_l_he_1_2023-09-02_0003,re_l_he_1,re_l_he_1_2023-09-02_0003.JPG,re_l_he_1_motion_sensor_7,2023-09-02T01:17:01Z,2023-09-02T01:17:02Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.998134613037109,,
re_l_he_1_2023-09-02_0004,re_l_he_1,re_l_he_1_2023-09-02_0004.JPG,re_l_he_1_motion_sensor_8,2023-09-02T04:21:24Z,2023-09-02T04:21:25Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99976247549057,,
re_l_he_1_2023-09-02_0005,re_l_he_1,re_l_he_1_2023-09-02_0005.JPG,re_l_he_1_motion_sensor_8,2023-09-02T04:21:24Z,2023-09-02T04:21:25Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,1,,
re_l_he_1_2023-09-02_0006,re_l_he_1,re_l_he_1_2023-09-02_0006.JPG,re_l_he_1_motion_sensor_9,2023-09-02T06:53:31Z,2023-09-02T06:53:32Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.998199462890625,,
re_l_he_1_2023-09-02_0007,re_l_he_1,re_l_he_1_2023-09-02_0007.JPG,re_l_he_1_motion_sensor_9,2023-09-02T06:53:31Z,2023-09-02T06:53:32Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999969959259033,,
re_l_he_1_2023-09-02_0008,re_l_he_1,re_l_he_1_2023-09-02_0008.JPG,re_l_he_1_time_lapse_48,2023-09-02T11:00:00Z,2023-09-02T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999991655349731,,
re_l_he_1_2023-09-02_0009,re_l_he_1,re_l_he_1_2023-09-02_0009.JPG,re_l_he_1_motion_sensor_10,2023-09-02T11:15:23Z,2023-09-02T11:15:24Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.995898306369781,,
re_l_he_1_2023-09-02_0010,re_l_he_1,re_l_he_1_2023-09-02_0010.JPG,re_l_he_1_motion_sensor_10,2023-09-02T11:15:23Z,2023-09-02T11:15:24Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999971389770508,,
re_l_he_1_2023-09-02_0011,re_l_he_1,re_l_he_1_2023-09-02_0011.JPG,re_l_he_1_motion_sensor_11,2023-09-02T11:17:00Z,2023-09-02T11:17:01Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,1,,
re_l_he_1_2023-09-02_0012,re_l_he_1,re_l_he_1_2023-09-02_0012.JPG,re_l_he_1_motion_sensor_11,2023-09-02T11:17:00Z,2023-09-02T11:17:01Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999889969825745,,
re_l_he_1_2023-09-02_0013,re_l_he_1,re_l_he_1_2023-09-02_0013.JPG,re_l_he_1_motion_sensor_12,2023-09-02T15:17:04Z,2023-09-02T15:17:05Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999956250190735,,
re_l_he_1_2023-09-02_0014,re_l_he_1,re_l_he_1_2023-09-02_0014.JPG,re_l_he_1_motion_sensor_12,2023-09-02T15:17:04Z,2023-09-02T15:17:05Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99999988079071,,
re_l_he_1_2023-09-02_0015,re_l_he_1,re_l_he_1_2023-09-02_0015.JPG,re_l_he_1_motion_sensor_13,2023-09-02T18:14:38Z,2023-09-02T18:14:39Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999982833862305,,
re_l_he_1_2023-09-02_0016,re_l_he_1,re_l_he_1_2023-09-02_0016.JPG,re_l_he_1_motion_sensor_13,2023-09-02T18:14:38Z,2023-09-02T18:14:39Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99994313716888406,,
re_l_he_1_2023-09-02_0017,re_l_he_1,re_l_he_1_2023-09-02_0017.JPG,re_l_he_1_motion_sensor_14,2023-09-02T18:16:29Z,2023-09-02T18:16:29Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999852299690247,,
re_l_he_1_2023-09-02_0018,re_l_he_1,re_l_he_1_2023-09-02_0018.JPG,re_l_he_1_motion_sensor_14,2023-09-02T18:16:29Z,2023-09-02T18:16:29Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.992102086544037,,
re_l_he_1_2023-09-02_0019,re_l_he_1,re_l_he_1_2023-09-02_0019.JPG,re_l_he_1_motion_sensor_15,2023-09-02T19:32:54Z,2023-09-02T19:32:55Z,media,animal,,Sorex spp.,,,,,,,,,,,,,human,hb,,,quality_check_classes,
re_l_he_1_2023-09-02_0020,re_l_he_1,re_l_he_1_2023-09-02_0020.JPG,re_l_he_1_motion_sensor_15,2023-09-02T19:32:54Z,2023-09-02T19:32:55Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999981164932251,,
re_l_he_1_2023-09-03_0001,re_l_he_1,re_l_he_1_2023-09-03_0001.JPG,re_l_he_1_motion_sensor_16,2023-09-02T22:28:13Z,2023-09-02T22:28:13Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.996281683444977,,
re_l_he_1_2023-09-03_0002,re_l_he_1,re_l_he_1_2023-09-03_0002.JPG,re_l_he_1_motion_sensor_16,2023-09-02T22:28:13Z,2023-09-02T22:28:13Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999781668186188,,
re_l_he_1_2023-09-03_0003,re_l_he_1,re_l_he_1_2023-09-03_0003.JPG,re_l_he_1_time_lapse_49,2023-09-02T23:00:00Z,2023-09-02T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999981045722961,,
re_l_he_1_2023-09-03_0004,re_l_he_1,re_l_he_1_2023-09-03_0004.JPG,re_l_he_1_motion_sensor_17,2023-09-02T23:11:01Z,2023-09-02T23:11:02Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999998927116394,,
re_l_he_1_2023-09-03_0005,re_l_he_1,re_l_he_1_2023-09-03_0005.JPG,re_l_he_1_motion_sensor_17,2023-09-02T23:11:01Z,2023-09-02T23:11:02Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999936580657959,,
re_l_he_1_2023-09-03_0006,re_l_he_1,re_l_he_1_2023-09-03_0006.JPG,re_l_he_1_motion_sensor_18,2023-09-02T23:37:16Z,2023-09-02T23:37:17Z,media,animal,,Sorex spp.,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999999046325684,,
re_l_he_1_2023-09-03_0007,re_l_he_1,re_l_he_1_2023-09-03_0007.JPG,re_l_he_1_motion_sensor_18,2023-09-02T23:37:16Z,2023-09-02T23:37:17Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.993149936199188,,
re_l_he_1_2023-09-03_0008,re_l_he_1,re_l_he_1_2023-09-03_0008.JPG,re_l_he_1_time_lapse_50,2023-09-03T11:00:00Z,2023-09-03T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999981045722961,,
re_l_he_1_2023-09-04_0001,re_l_he_1,re_l_he_1_2023-09-04_0001.JPG,re_l_he_1_time_lapse_51,2023-09-03T23:00:00Z,2023-09-03T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999912858009338,,
re_l_he_1_2023-09-04_0002,re_l_he_1,re_l_he_1_2023-09-04_0002.JPG,re_l_he_1_motion_sensor_19,2023-09-04T07:03:01Z,2023-09-04T07:03:01Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.992681682109833,,
re_l_he_1_2023-09-04_0003,re_l_he_1,re_l_he_1_2023-09-04_0003.JPG,re_l_he_1_motion_sensor_19,2023-09-04T07:03:01Z,2023-09-04T07:03:01Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.991243600845337,,
re_l_he_1_2023-09-04_0004,re_l_he_1,re_l_he_1_2023-09-04_0004.JPG,re_l_he_1_time_lapse_52,2023-09-04T11:00:00Z,2023-09-04T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.99994683265686,,
re_l_he_1_2023-09-05_0001,re_l_he_1,re_l_he_1_2023-09-05_0001.JPG,re_l_he_1_time_lapse_53,2023-09-04T23:00:00Z,2023-09-04T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999972462654114,,
re_l_he_1_2023-09-05_0002,re_l_he_1,re_l_he_1_2023-09-05_0002.JPG,re_l_he_1_time_lapse_54,2023-09-05T11:00:00Z,2023-09-05T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999972462654114,,
re_l_he_1_2023-09-06_0001,re_l_he_1,re_l_he_1_2023-09-06_0001.JPG,re_l_he_1_time_lapse_55,2023-09-05T23:00:00Z,2023-09-05T23:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999924302101135,,
re_l_he_1_2023-09-06_0002,re_l_he_1,re_l_he_1_2023-09-06_0002.JPG,re_l_he_1_time_lapse_56,2023-09-06T11:00:00Z,2023-09-06T11:00:00Z,media,blank,,,,,,,,,,,,,,,machine,Small_mammal_classification_model_version_2025,,0.999963521957397,,
