type,license,rightsHolder,datasetID,collectionCode,datasetName,basisOfRecord,dataGeneralizations,occurrenceID,individualCount,sex,lifeStage,behavior,occurrenceStatus,occurrenceRemarks,organismID,eventID,parentEventID,eventDate,habitat,samplingProtocol,samplingEffort,eventRemarks,locationID,locality,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,scientificName,kingdom
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-11_0013,,,,,present,,,re_l_he_2_motion_sensor_154,re_l_he_2,2023-11-11T12:20:23Z/2023-11-11T12:20:24Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9996185302734% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-11_0014,,,,,present,,,re_l_he_2_motion_sensor_154,re_l_he_2,2023-11-11T12:20:23Z/2023-11-11T12:20:24Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9925255775452% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-11_0015,,,,,present,,,re_l_he_2_motion_sensor_155,re_l_he_2,2023-11-11T20:05:05Z/2023-11-11T20:05:06Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9730885028839% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-12_0002,,,,,present,,,re_l_he_2_motion_sensor_156,re_l_he_2,2023-11-12T08:03:06Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9996066093445% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-12_0003,,,,,present,,,re_l_he_2_motion_sensor_156,re_l_he_2,2023-11-12T08:03:06Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-12_0005,,,,,present,,,re_l_he_2_motion_sensor_157,re_l_he_2,2023-11-12T12:25:02Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.8812437057495% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0002,,,,,present,,,re_l_he_2_motion_sensor_158,re_l_he_2,2023-11-13T03:24:29Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9983549118042% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0003,,,,,present,,,re_l_he_2_motion_sensor_158,re_l_he_2,2023-11-13T03:24:29Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9921441078186% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0005,,,,,present,,,re_l_he_2_motion_sensor_159,re_l_he_2,2023-11-13T11:08:37Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9994277954102% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0007,,,,,present,,,re_l_he_2_motion_sensor_160,re_l_he_2,2023-11-13T13:21:34Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9908924102783% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0008,,,,,present,,,re_l_he_2_motion_sensor_160,re_l_he_2,2023-11-13T13:21:34Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9785721302032% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0009,,,,,present,,,re_l_he_2_motion_sensor_161,re_l_he_2,2023-11-13T13:22:45Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.641489982605% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-13_0010,,,,,present,,,re_l_he_2_motion_sensor_161,re_l_he_2,2023-11-13T13:22:45Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.7901320457458% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-14_0002,,,,,present,,,re_l_he_2_motion_sensor_162,re_l_he_2,2023-11-14T05:52:32Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9882698059082% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-14_0004,,,,,present,,,re_l_he_2_motion_sensor_163,re_l_he_2,2023-11-14T07:28:27Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9999284744263% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-14_0009,,,,,present,,,re_l_he_2_motion_sensor_165,re_l_he_2,2023-11-14T11:37:26Z/2023-11-14T11:37:27Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9993324279785% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-14_0010,,,,,present,,,re_l_he_2_motion_sensor_165,re_l_he_2,2023-11-14T11:37:26Z/2023-11-14T11:37:27Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9845743179321% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0002,,,,,present,,,re_l_he_2_motion_sensor_166,re_l_he_2,2023-11-15T06:25:24Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9964833259583% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0003,,,,,present,,,re_l_he_2_motion_sensor_166,re_l_he_2,2023-11-15T06:25:24Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.998140335083% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0006,,,,,present,,,re_l_he_2_motion_sensor_168,re_l_he_2,2023-11-15T06:32:58Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9988794326782% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0007,,,,,present,,,re_l_he_2_motion_sensor_168,re_l_he_2,2023-11-15T06:32:58Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9967813491821% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0009,,,,,present,,,re_l_he_2_motion_sensor_169,re_l_he_2,2023-11-15T13:17:47Z/2023-11-15T13:17:48Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-15_0010,,,,,present,,,re_l_he_2_motion_sensor_169,re_l_he_2,2023-11-15T13:17:47Z/2023-11-15T13:17:48Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.8746991157532% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0002,,,,,present,,,re_l_he_2_motion_sensor_170,re_l_he_2,2023-11-16T00:47:12Z/2023-11-16T00:47:13Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9975681304932% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0003,,,,,present,,,re_l_he_2_motion_sensor_170,re_l_he_2,2023-11-16T00:47:12Z/2023-11-16T00:47:13Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9366939067841% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0004,,,,,present,,,re_l_he_2_motion_sensor_171,re_l_he_2,2023-11-16T07:52:38Z/2023-11-16T07:52:39Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9980330467224% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0005,,,,,present,,,re_l_he_2_motion_sensor_171,re_l_he_2,2023-11-16T07:52:38Z/2023-11-16T07:52:39Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9984383583069% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0006,,,,,present,,,re_l_he_2_motion_sensor_172,re_l_he_2,2023-11-16T10:04:34Z/2023-11-16T10:04:35Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-16_0007,,,,,present,,,re_l_he_2_motion_sensor_172,re_l_he_2,2023-11-16T10:04:34Z/2023-11-16T10:04:35Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0002,,,,,present,,,re_l_he_2_motion_sensor_174,re_l_he_2,2023-11-17T10:18:02Z/2023-11-17T10:18:03Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0005,,,,,present,,,re_l_he_2_motion_sensor_175,re_l_he_2,2023-11-17T10:19:03Z/2023-11-17T10:19:04Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0006,,,,,present,,,re_l_he_2_motion_sensor_176,re_l_he_2,2023-11-17T10:40:28Z/2023-11-17T10:40:29Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9994277954102% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0009,,,,,present,,,re_l_he_2_motion_sensor_177,re_l_he_2,2023-11-17T13:09:08Z/2023-11-17T13:09:09Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9938011169434% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0011,,,,,present,,,re_l_he_2_motion_sensor_178,re_l_he_2,2023-11-17T13:21:35Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9990463256836% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-17_0012,,,,,present,,,re_l_he_2_motion_sensor_178,re_l_he_2,2023-11-17T13:21:35Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9980092048645% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0002,,,,,present,,,re_l_he_2_motion_sensor_179,re_l_he_2,2023-11-18T09:30:44Z/2023-11-18T09:30:45Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9991178512573% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0003,,,,,present,,,re_l_he_2_motion_sensor_179,re_l_he_2,2023-11-18T09:30:44Z/2023-11-18T09:30:45Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9990463256836% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0004,,,,,present,,,re_l_he_2_motion_sensor_180,re_l_he_2,2023-11-18T09:31:45Z/2023-11-18T09:31:46Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9813258647919% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0005,,,,,present,,,re_l_he_2_motion_sensor_180,re_l_he_2,2023-11-18T09:31:45Z/2023-11-18T09:31:46Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9937534332275% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0006,,,,,present,,,re_l_he_2_motion_sensor_181,re_l_he_2,2023-11-18T09:33:37Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.7398018836975% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0007,,,,,present,,,re_l_he_2_motion_sensor_181,re_l_he_2,2023-11-18T09:33:37Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.8969912528992% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0009,,,,,present,,,re_l_he_2_motion_sensor_182,re_l_he_2,2023-11-18T11:42:02Z/2023-11-18T11:42:03Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.999725818634% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0011,,,,,present,,,re_l_he_2_motion_sensor_183,re_l_he_2,2023-11-18T11:44:59Z/2023-11-18T11:45:00Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-18_0012,,,,,present,,,re_l_he_2_motion_sensor_183,re_l_he_2,2023-11-18T11:44:59Z/2023-11-18T11:45:00Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait | tags: confidence_below_09,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,efk,,,classified by a human,,,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0002,,,,,present,,,re_l_he_2_motion_sensor_184,re_l_he_2,2023-11-19T06:00:38Z/2023-11-19T06:00:39Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9997973442078% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0006,,,,,present,,,re_l_he_2_motion_sensor_186,re_l_he_2,2023-11-19T08:00:15Z/2023-11-19T08:00:16Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9992966651917% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0007,,,,,present,,,re_l_he_2_motion_sensor_186,re_l_he_2,2023-11-19T08:00:15Z/2023-11-19T08:00:16Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9862670898438% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0008,,,,,present,,,re_l_he_2_motion_sensor_187,re_l_he_2,2023-11-19T08:05:10Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.993360042572% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0010,,,,,present,,,re_l_he_2_motion_sensor_188,re_l_he_2,2023-11-19T08:11:40Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9964475631714% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0012,,,,,present,,,re_l_he_2_motion_sensor_189,re_l_he_2,2023-11-19T09:59:13Z/2023-11-19T09:59:14Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.998950958252% certainty,,Cricetidae,Animalia
Image,CC-BY-4.0,,,,Camera trap based small rodent monitoring: Data from Norwegian alpine tundra,MachineObservation,,re_l_he_2_2023-11-19_0014,,,,,present,,,re_l_he_2_motion_sensor_190,re_l_he_2,2023-11-19T10:00:32Z/2023-11-19T10:00:33Z,heath,camera trap,2023-08-09T14:26:09Z/2024-08-14T13:12:53Z,camera trap without bait,,borgefjell,,,0.15,0.15,65.1822880189866,14.2465019691736,EPSG:4326,,,Small_mammal_classification_model_version_2025,,,classified by a machine with 99.9938726425171% certainty,,Cricetidae,Animalia
