occurrenceID,identifier,dc:type,comments,dcterms:rights,CreateDate,captureDevice,resourceCreationTechnique,accessURI,dc:format,serviceExpectation
re_l_he_5_2023-12-01_0001_1,re_l_he_5_2023-12-01_0001.JPG,StillImage,,CC-BY4.0,2023-11-30T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2023-12-01_0001.JPG,image/jpeg,authenticate
re_l_he_5_2024-02-28_0003_1,re_l_he_5_2024-02-28_0003.JPG,StillImage,,CC-BY4.0,2024-02-28T14:08:22Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-02-28_0003.JPG,image/jpeg,authenticate
re_l_he_5_2024-03-10_0002_1,re_l_he_5_2024-03-10_0002.JPG,StillImage,,CC-BY4.0,2024-03-09T22:02:01Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-03-10_0002.JPG,image/jpeg,authenticate
re_l_he_5_2024-03-16_0002_1,re_l_he_5_2024-03-16_0002.JPG,StillImage,,CC-BY4.0,2024-03-16T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-03-16_0002.JPG,image/jpeg,authenticate
re_l_he_5_2024-03-19_0001_1,re_l_he_5_2024-03-19_0001.JPG,StillImage,,CC-BY4.0,2024-03-18T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-03-19_0001.JPG,image/jpeg,authenticate
re_l_he_5_2024-03-25_0001_1,re_l_he_5_2024-03-25_0001.JPG,StillImage,,CC-BY4.0,2024-03-24T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-03-25_0001.JPG,image/jpeg,authenticate
re_l_he_5_2024-04-20_0001_1,re_l_he_5_2024-04-20_0001.JPG,StillImage,,CC-BY4.0,2024-04-19T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-04-20_0001.JPG,image/jpeg,authenticate
re_l_he_5_2024-06-07_0002_1,re_l_he_5_2024-06-07_0002.JPG,StillImage,,CC-BY4.0,2024-06-07T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-06-07_0002.JPG,image/jpeg,authenticate
re_l_he_5_2024-06-13_0002_1,re_l_he_5_2024-06-13_0002.JPG,StillImage,,CC-BY4.0,2024-06-13T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-06-13_0002.JPG,image/jpeg,authenticate
re_l_he_5_2024-06-23_0002_1,re_l_he_5_2024-06-23_0002.JPG,StillImage,,CC-BY4.0,2024-06-23T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-06-23_0002.JPG,image/jpeg,authenticate
re_l_he_5_2024-07-07_0006_1,re_l_he_5_2024-07-07_0006.JPG,StillImage,,CC-BY4.0,2024-07-07T13:11:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-07-07_0006.JPG,image/jpeg,authenticate
re_l_he_5_2024-08-06_0001_1,re_l_he_5_2024-08-06_0001.JPG,StillImage,,CC-BY4.0,2024-08-05T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-08-06_0001.JPG,image/jpeg,authenticate
re_l_he_5_2024-08-06_0004_1,re_l_he_5_2024-08-06_0004.JPG,StillImage,,CC-BY4.0,2024-08-06T09:24:24Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-08-06_0004.JPG,image/jpeg,authenticate
re_l_he_5_2024-08-12_0003_1,re_l_he_5_2024-08-12_0003.JPG,StillImage,,CC-BY4.0,2024-08-12T15:44:34Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_5/2024/re_l_he_5_2024-08-12_0003.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-14_0002_1,re_l_he_6_2023-08-14_0002.JPG,StillImage,,CC-BY4.0,2023-08-14T02:19:25Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-14_0002.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-14_0010_1,re_l_he_6_2023-08-14_0010.JPG,StillImage,,CC-BY4.0,2023-08-14T06:26:21Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-14_0010.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-14_0017_1,re_l_he_6_2023-08-14_0017.JPG,StillImage,,CC-BY4.0,2023-08-14T07:25:01Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-14_0017.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-21_0037_1,re_l_he_6_2023-08-21_0037.JPG,StillImage,,CC-BY4.0,2023-08-21T12:48:02Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-21_0037.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-22_0020_1,re_l_he_6_2023-08-22_0020.JPG,StillImage,,CC-BY4.0,2023-08-22T08:47:41Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-22_0020.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-22_0032_1,re_l_he_6_2023-08-22_0032.JPG,StillImage,,CC-BY4.0,2023-08-22T11:44:00Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-22_0032.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-26_0024_1,re_l_he_6_2023-08-26_0024.JPG,StillImage,,CC-BY4.0,2023-08-26T08:45:59Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-26_0024.JPG,image/jpeg,authenticate
re_l_he_6_2023-08-27_0014_1,re_l_he_6_2023-08-27_0014.JPG,StillImage,,CC-BY4.0,2023-08-27T15:03:39Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-08-27_0014.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-02_0009_1,re_l_he_6_2023-09-02_0009.JPG,StillImage,,CC-BY4.0,2023-09-02T10:42:22Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-02_0009.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-03_0014_1,re_l_he_6_2023-09-03_0014.JPG,StillImage,,CC-BY4.0,2023-09-03T18:45:23Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-03_0014.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-07_0003_1,re_l_he_6_2023-09-07_0003.JPG,StillImage,,CC-BY4.0,2023-09-07T06:12:48Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-07_0003.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-08_0004_1,re_l_he_6_2023-09-08_0004.JPG,StillImage,,CC-BY4.0,2023-09-08T08:01:11Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-08_0004.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-13_0022_1,re_l_he_6_2023-09-13_0022.JPG,StillImage,,CC-BY4.0,2023-09-13T08:06:47Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-13_0022.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-15_0006_1,re_l_he_6_2023-09-15_0006.JPG,StillImage,,CC-BY4.0,2023-09-14T22:45:09Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-15_0006.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-19_0019_1,re_l_he_6_2023-09-19_0019.JPG,StillImage,,CC-BY4.0,2023-09-19T11:48:55Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-19_0019.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-22_0002_1,re_l_he_6_2023-09-22_0002.JPG,StillImage,,CC-BY4.0,2023-09-21T22:01:26Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-22_0002.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-23_0022_1,re_l_he_6_2023-09-23_0022.JPG,StillImage,,CC-BY4.0,2023-09-23T02:57:55Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-23_0022.JPG,image/jpeg,authenticate
re_l_he_6_2023-09-27_0007_1,re_l_he_6_2023-09-27_0007.JPG,StillImage,,CC-BY4.0,2023-09-27T10:22:35Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-09-27_0007.JPG,image/jpeg,authenticate
re_l_he_6_2023-10-11_0010_1,re_l_he_6_2023-10-11_0010.JPG,StillImage,,CC-BY4.0,2023-10-11T14:22:45Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-10-11_0010.JPG,image/jpeg,authenticate
re_l_he_6_2023-10-14_0005_1,re_l_he_6_2023-10-14_0005.JPG,StillImage,,CC-BY4.0,2023-10-14T09:42:27Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-10-14_0005.JPG,image/jpeg,authenticate
re_l_he_6_2023-10-20_0001_1,re_l_he_6_2023-10-20_0001.JPG,StillImage,,CC-BY4.0,2023-10-19T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-10-20_0001.JPG,image/jpeg,authenticate
re_l_he_6_2023-10-24_0025_1,re_l_he_6_2023-10-24_0025.JPG,StillImage,,CC-BY4.0,2023-10-24T14:54:20Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-10-24_0025.JPG,image/jpeg,authenticate
re_l_he_6_2023-10-25_0018_1,re_l_he_6_2023-10-25_0018.JPG,StillImage,,CC-BY4.0,2023-10-25T08:19:22Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2023-10-25_0018.JPG,image/jpeg,authenticate
re_l_he_6_2024-03-07_0002_1,re_l_he_6_2024-03-07_0002.JPG,StillImage,,CC-BY4.0,2024-03-07T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-03-07_0002.JPG,image/jpeg,authenticate
re_l_he_6_2024-03-28_0002_1,re_l_he_6_2024-03-28_0002.JPG,StillImage,,CC-BY4.0,2024-03-28T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-03-28_0002.JPG,image/jpeg,authenticate
re_l_he_6_2024-05-30_0008_1,re_l_he_6_2024-05-30_0008.JPG,StillImage,,CC-BY4.0,2024-05-30T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-05-30_0008.JPG,image/jpeg,authenticate
re_l_he_6_2024-06-04_0004_1,re_l_he_6_2024-06-04_0004.JPG,StillImage,,CC-BY4.0,2024-06-04T04:29:32Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-06-04_0004.JPG,image/jpeg,authenticate
re_l_he_6_2024-06-04_0014_1,re_l_he_6_2024-06-04_0014.JPG,StillImage,,CC-BY4.0,2024-06-04T07:59:57Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-06-04_0014.JPG,image/jpeg,authenticate
re_l_he_6_2024-06-15_0012_1,re_l_he_6_2024-06-15_0012.JPG,StillImage,,CC-BY4.0,2024-06-15T12:13:53Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-06-15_0012.JPG,image/jpeg,authenticate
re_l_he_6_2024-06-29_0018_1,re_l_he_6_2024-06-29_0018.JPG,StillImage,,CC-BY4.0,2024-06-29T11:06:32Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-06-29_0018.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-03_0003_1,re_l_he_6_2024-07-03_0003.JPG,StillImage,,CC-BY4.0,2024-07-02T22:02:28Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-03_0003.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-04_0013_1,re_l_he_6_2024-07-04_0013.JPG,StillImage,,CC-BY4.0,2024-07-04T03:26:38Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-04_0013.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-06_0018_1,re_l_he_6_2024-07-06_0018.JPG,StillImage,,CC-BY4.0,2024-07-06T07:30:07Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-06_0018.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-06_0030_1,re_l_he_6_2024-07-06_0030.JPG,StillImage,,CC-BY4.0,2024-07-06T12:36:45Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-06_0030.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-06_0037_1,re_l_he_6_2024-07-06_0037.JPG,StillImage,,CC-BY4.0,2024-07-06T17:24:13Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-06_0037.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-12_0001_1,re_l_he_6_2024-07-12_0001.JPG,StillImage,,CC-BY4.0,2024-07-11T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-12_0001.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-20_0015_1,re_l_he_6_2024-07-20_0015.JPG,StillImage,,CC-BY4.0,2024-07-20T10:08:56Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-20_0015.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-24_0016_1,re_l_he_6_2024-07-24_0016.JPG,StillImage,,CC-BY4.0,2024-07-24T18:24:22Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-24_0016.JPG,image/jpeg,authenticate
re_l_he_6_2024-07-26_0003_1,re_l_he_6_2024-07-26_0003.JPG,StillImage,,CC-BY4.0,2024-07-26T05:45:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-07-26_0003.JPG,image/jpeg,authenticate
re_l_he_6_2024-08-10_0001_1,re_l_he_6_2024-08-10_0001.JPG,StillImage,,CC-BY4.0,2024-08-09T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-08-10_0001.JPG,image/jpeg,authenticate
re_l_he_6_2024-08-10_0007_1,re_l_he_6_2024-08-10_0007.JPG,StillImage,,CC-BY4.0,2024-08-10T18:05:12Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-08-10_0007.JPG,image/jpeg,authenticate
re_l_he_6_2024-08-14_0001_1,re_l_he_6_2024-08-14_0001.JPG,StillImage,,CC-BY4.0,2024-08-13T22:25:13Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-08-14_0001.JPG,image/jpeg,authenticate
re_l_he_6_2024-08-14_0010_1,re_l_he_6_2024-08-14_0010.JPG,StillImage,,CC-BY4.0,2024-08-14T06:03:51Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_he_6/2024/re_l_he_6_2024-08-14_0010.JPG,image/jpeg,authenticate
re_l_hu_1_2023-09-13_0002_1,re_l_hu_1_2023-09-13_0002.JPG,StillImage,,CC-BY4.0,2023-09-13T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-09-13_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2023-10-09_0001_1,re_l_hu_1_2023-10-09_0001.JPG,StillImage,,CC-BY4.0,2023-10-08T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-10-09_0001.JPG,image/jpeg,authenticate
re_l_hu_1_2023-10-10_0002_1,re_l_hu_1_2023-10-10_0002.JPG,StillImage,,CC-BY4.0,2023-10-10T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-10-10_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2023-10-15_0002_1,re_l_hu_1_2023-10-15_0002.JPG,StillImage,,CC-BY4.0,2023-10-15T08:08:34Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-10-15_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2023-10-22_0008_1,re_l_hu_1_2023-10-22_0008.JPG,StillImage,,CC-BY4.0,2023-10-22T21:25:17Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-10-22_0008.JPG,image/jpeg,authenticate
re_l_hu_1_2023-11-23_0002_1,re_l_hu_1_2023-11-23_0002.JPG,StillImage,,CC-BY4.0,2023-11-23T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-11-23_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2023-12-12_0002_1,re_l_hu_1_2023-12-12_0002.JPG,StillImage,,CC-BY4.0,2023-12-12T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-12-12_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2023-12-18_0002_1,re_l_hu_1_2023-12-18_0002.JPG,StillImage,,CC-BY4.0,2023-12-18T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2023-12-18_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2024-01-18_0002_1,re_l_hu_1_2024-01-18_0002.JPG,StillImage,,CC-BY4.0,2024-01-18T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-01-18_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2024-02-02_0002_1,re_l_hu_1_2024-02-02_0002.JPG,StillImage,,CC-BY4.0,2024-02-02T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-02-02_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2024-02-11_0043_1,re_l_hu_1_2024-02-11_0043.JPG,StillImage,,CC-BY4.0,2024-02-11T15:54:27Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-02-11_0043.JPG,image/jpeg,authenticate
re_l_hu_1_2024-02-12_0008_1,re_l_hu_1_2024-02-12_0008.JPG,StillImage,,CC-BY4.0,2024-02-12T09:52:43Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-02-12_0008.JPG,image/jpeg,authenticate
re_l_hu_1_2024-02-16_0003_1,re_l_hu_1_2024-02-16_0003.JPG,StillImage,,CC-BY4.0,2024-02-16T18:24:31Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-02-16_0003.JPG,image/jpeg,authenticate
re_l_hu_1_2024-03-02_0005_1,re_l_hu_1_2024-03-02_0005.JPG,StillImage,,CC-BY4.0,2024-03-02T12:31:57Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-03-02_0005.JPG,image/jpeg,authenticate
re_l_hu_1_2024-05-05_0006_1,re_l_hu_1_2024-05-05_0006.JPG,StillImage,,CC-BY4.0,2024-05-05T10:07:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-05-05_0006.JPG,image/jpeg,authenticate
re_l_hu_1_2024-05-14_0002_1,re_l_hu_1_2024-05-14_0002.JPG,StillImage,,CC-BY4.0,2024-05-14T04:12:19Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-05-14_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2024-05-16_0004_1,re_l_hu_1_2024-05-16_0004.JPG,StillImage,,CC-BY4.0,2024-05-16T04:47:20Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-05-16_0004.JPG,image/jpeg,authenticate
re_l_hu_1_2024-05-28_0002_1,re_l_hu_1_2024-05-28_0002.JPG,StillImage,,CC-BY4.0,2024-05-27T22:59:00Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-05-28_0002.JPG,image/jpeg,authenticate
re_l_hu_1_2024-05-28_0005_1,re_l_hu_1_2024-05-28_0005.JPG,StillImage,,CC-BY4.0,2024-05-27T23:06:53Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-05-28_0005.JPG,image/jpeg,authenticate
re_l_hu_1_2024-06-07_0008_1,re_l_hu_1_2024-06-07_0008.JPG,StillImage,,CC-BY4.0,2024-06-07T03:06:35Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-06-07_0008.JPG,image/jpeg,authenticate
re_l_hu_1_2024-06-13_0004_1,re_l_hu_1_2024-06-13_0004.JPG,StillImage,,CC-BY4.0,2024-06-13T01:08:50Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-06-13_0004.JPG,image/jpeg,authenticate
re_l_hu_1_2024-06-14_0001_1,re_l_hu_1_2024-06-14_0001.JPG,StillImage,,CC-BY4.0,2024-06-13T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-06-14_0001.JPG,image/jpeg,authenticate
re_l_hu_1_2024-06-25_0001_1,re_l_hu_1_2024-06-25_0001.JPG,StillImage,,CC-BY4.0,2024-06-24T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-06-25_0001.JPG,image/jpeg,authenticate
re_l_hu_1_2024-07-08_0005_1,re_l_hu_1_2024-07-08_0005.JPG,StillImage,,CC-BY4.0,2024-07-08T07:07:05Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-07-08_0005.JPG,image/jpeg,authenticate
re_l_hu_1_2024-07-17_0003_1,re_l_hu_1_2024-07-17_0003.JPG,StillImage,,CC-BY4.0,2024-07-17T02:16:59Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-07-17_0003.JPG,image/jpeg,authenticate
re_l_hu_1_2024-07-29_0010_1,re_l_hu_1_2024-07-29_0010.JPG,StillImage,,CC-BY4.0,2024-07-29T00:22:54Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-07-29_0010.JPG,image/jpeg,authenticate
re_l_hu_1_2024-07-29_0014_1,re_l_hu_1_2024-07-29_0014.JPG,StillImage,,CC-BY4.0,2024-07-29T01:12:11Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-07-29_0014.JPG,image/jpeg,authenticate
re_l_hu_1_2024-08-07_0016_1,re_l_hu_1_2024-08-07_0016.JPG,StillImage,,CC-BY4.0,2024-08-07T19:20:41Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-08-07_0016.JPG,image/jpeg,authenticate
re_l_hu_1_2024-08-10_0020_1,re_l_hu_1_2024-08-10_0020.JPG,StillImage,,CC-BY4.0,2024-08-10T20:25:21Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_1/2024/re_l_hu_1_2024-08-10_0020.JPG,image/jpeg,authenticate
re_l_hu_2_2023-09-25_0002_1,re_l_hu_2_2023-09-25_0002.JPG,StillImage,,CC-BY4.0,2023-09-25T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2023-09-25_0002.JPG,image/jpeg,authenticate
re_l_hu_2_2023-10-20_0006_1,re_l_hu_2_2023-10-20_0006.JPG,StillImage,,CC-BY4.0,2023-10-20T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2023-10-20_0006.JPG,image/jpeg,authenticate
re_l_hu_2_2023-11-22_0001_1,re_l_hu_2_2023-11-22_0001.JPG,StillImage,,CC-BY4.0,2023-11-21T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2023-11-22_0001.JPG,image/jpeg,authenticate
re_l_hu_2_2024-03-22_0013_1,re_l_hu_2_2024-03-22_0013.JPG,StillImage,,CC-BY4.0,2024-03-22T21:46:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-03-22_0013.JPG,image/jpeg,authenticate
re_l_hu_2_2024-03-23_0042_1,re_l_hu_2_2024-03-23_0042.JPG,StillImage,,CC-BY4.0,2024-03-23T09:45:59Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-03-23_0042.JPG,image/jpeg,authenticate
re_l_hu_2_2024-03-23_0054_1,re_l_hu_2_2024-03-23_0054.JPG,StillImage,,CC-BY4.0,2024-03-23T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-03-23_0054.JPG,image/jpeg,authenticate
re_l_hu_2_2024-03-24_0016_1,re_l_hu_2_2024-03-24_0016.JPG,StillImage,,CC-BY4.0,2024-03-24T15:33:15Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-03-24_0016.JPG,image/jpeg,authenticate
re_l_hu_2_2024-03-28_0011_1,re_l_hu_2_2024-03-28_0011.JPG,StillImage,,CC-BY4.0,2024-03-28T07:50:58Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-03-28_0011.JPG,image/jpeg,authenticate
re_l_hu_2_2024-04-01_0007_1,re_l_hu_2_2024-04-01_0007.JPG,StillImage,,CC-BY4.0,2024-04-01T06:43:40Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-04-01_0007.JPG,image/jpeg,authenticate
re_l_hu_2_2024-04-01_0017_1,re_l_hu_2_2024-04-01_0017.JPG,StillImage,,CC-BY4.0,2024-04-01T14:04:57Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_2/2024/re_l_hu_2_2024-04-01_0017.JPG,image/jpeg,authenticate
