occurrenceID,identifier,dc:type,comments,dcterms:rights,CreateDate,captureDevice,resourceCreationTechnique,accessURI,dc:format,serviceExpectation
re_l_hu_6_2023-09-26_0003_1,re_l_hu_6_2023-09-26_0003.JPG,StillImage,,CC-BY4.0,2023-09-26T18:52:07Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-09-26_0003.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-04_0018_1,re_l_hu_6_2023-10-04_0018.JPG,StillImage,,CC-BY4.0,2023-10-04T13:04:45Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-04_0018.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-10_0018_1,re_l_hu_6_2023-10-10_0018.JPG,StillImage,,CC-BY4.0,2023-10-10T08:35:17Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-10_0018.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-10_0040_1,re_l_hu_6_2023-10-10_0040.JPG,StillImage,,CC-BY4.0,2023-10-10T12:19:47Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-10_0040.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-10_0050_1,re_l_hu_6_2023-10-10_0050.JPG,StillImage,,CC-BY4.0,2023-10-10T17:23:40Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-10_0050.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-22_0010_1,re_l_hu_6_2023-10-22_0010.JPG,StillImage,,CC-BY4.0,2023-10-22T07:19:53Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-22_0010.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-22_0052_1,re_l_hu_6_2023-10-22_0052.JPG,StillImage,,CC-BY4.0,2023-10-22T15:48:57Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-22_0052.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-23_0006_1,re_l_hu_6_2023-10-23_0006.JPG,StillImage,,CC-BY4.0,2023-10-23T09:31:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-23_0006.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-28_0013_1,re_l_hu_6_2023-10-28_0013.JPG,StillImage,,CC-BY4.0,2023-10-28T13:56:19Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-28_0013.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-28_0031_1,re_l_hu_6_2023-10-28_0031.JPG,StillImage,,CC-BY4.0,2023-10-28T20:27:05Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-28_0031.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-30_0003_1,re_l_hu_6_2023-10-30_0003.JPG,StillImage,,CC-BY4.0,2023-10-30T00:44:42Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-30_0003.JPG,image/jpeg,authenticate
re_l_hu_6_2023-10-30_0014_1,re_l_hu_6_2023-10-30_0014.JPG,StillImage,,CC-BY4.0,2023-10-30T12:47:07Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-10-30_0014.JPG,image/jpeg,authenticate
re_l_hu_6_2023-11-03_0042_1,re_l_hu_6_2023-11-03_0042.JPG,StillImage,,CC-BY4.0,2023-11-03T11:40:14Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-11-03_0042.JPG,image/jpeg,authenticate
re_l_hu_6_2023-11-07_0008_1,re_l_hu_6_2023-11-07_0008.JPG,StillImage,,CC-BY4.0,2023-11-07T04:53:48Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-11-07_0008.JPG,image/jpeg,authenticate
re_l_hu_6_2023-11-07_0019_1,re_l_hu_6_2023-11-07_0019.JPG,StillImage,,CC-BY4.0,2023-11-07T21:46:12Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-11-07_0019.JPG,image/jpeg,authenticate
re_l_hu_6_2023-11-27_0002_1,re_l_hu_6_2023-11-27_0002.JPG,StillImage,,CC-BY4.0,2023-11-27T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2023-11-27_0002.JPG,image/jpeg,authenticate
re_l_hu_6_2024-01-12_0003_1,re_l_hu_6_2024-01-12_0003.JPG,StillImage,,CC-BY4.0,2024-01-12T04:37:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-01-12_0003.JPG,image/jpeg,authenticate
re_l_hu_6_2024-01-13_0003_1,re_l_hu_6_2024-01-13_0003.JPG,StillImage,,CC-BY4.0,2024-01-13T10:18:10Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-01-13_0003.JPG,image/jpeg,authenticate
re_l_hu_6_2024-02-22_0002_1,re_l_hu_6_2024-02-22_0002.JPG,StillImage,,CC-BY4.0,2024-02-22T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-02-22_0002.JPG,image/jpeg,authenticate
re_l_hu_6_2024-03-03_0001_1,re_l_hu_6_2024-03-03_0001.JPG,StillImage,,CC-BY4.0,2024-03-02T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-03-03_0001.JPG,image/jpeg,authenticate
re_l_hu_6_2024-03-27_0002_1,re_l_hu_6_2024-03-27_0002.JPG,StillImage,,CC-BY4.0,2024-03-27T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-03-27_0002.JPG,image/jpeg,authenticate
re_l_hu_6_2024-04-03_0001_1,re_l_hu_6_2024-04-03_0001.JPG,StillImage,,CC-BY4.0,2024-04-02T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-04-03_0001.JPG,image/jpeg,authenticate
re_l_hu_6_2024-04-12_0002_1,re_l_hu_6_2024-04-12_0002.JPG,StillImage,,CC-BY4.0,2024-04-12T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-04-12_0002.JPG,image/jpeg,authenticate
re_l_hu_6_2024-04-15_0004_1,re_l_hu_6_2024-04-15_0004.JPG,StillImage,,CC-BY4.0,2024-04-15T12:03:23Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-04-15_0004.JPG,image/jpeg,authenticate
re_l_hu_6_2024-05-25_0014_1,re_l_hu_6_2024-05-25_0014.JPG,StillImage,,CC-BY4.0,2024-05-25T07:50:12Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-05-25_0014.JPG,image/jpeg,authenticate
re_l_hu_6_2024-05-27_0004_1,re_l_hu_6_2024-05-27_0004.JPG,StillImage,,CC-BY4.0,2024-05-27T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-05-27_0004.JPG,image/jpeg,authenticate
re_l_hu_6_2024-05-28_0002_1,re_l_hu_6_2024-05-28_0002.JPG,StillImage,,CC-BY4.0,2024-05-28T00:15:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-05-28_0002.JPG,image/jpeg,authenticate
re_l_hu_6_2024-07-26_0020_1,re_l_hu_6_2024-07-26_0020.JPG,StillImage,,CC-BY4.0,2024-07-26T11:09:37Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-07-26_0020.JPG,image/jpeg,authenticate
re_l_hu_6_2024-08-15_0009_1,re_l_hu_6_2024-08-15_0009.JPG,StillImage,,CC-BY4.0,2024-08-15T01:40:25Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_hu_6/2024/re_l_hu_6_2024-08-15_0009.JPG,image/jpeg,authenticate
re_l_sn_1_2023-09-22_0007_1,re_l_sn_1_2023-09-22_0007.JPG,StillImage,,CC-BY4.0,2023-09-22T14:32:14Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-09-22_0007.JPG,image/jpeg,authenticate
re_l_sn_1_2023-09-24_0013_1,re_l_sn_1_2023-09-24_0013.JPG,StillImage,,CC-BY4.0,2023-09-24T18:13:11Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-09-24_0013.JPG,image/jpeg,authenticate
re_l_sn_1_2023-10-25_0003_1,re_l_sn_1_2023-10-25_0003.JPG,StillImage,,CC-BY4.0,2023-10-25T15:09:48Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-10-25_0003.JPG,image/jpeg,authenticate
re_l_sn_1_2023-10-27_0002_1,re_l_sn_1_2023-10-27_0002.JPG,StillImage,,CC-BY4.0,2023-10-27T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-10-27_0002.JPG,image/jpeg,authenticate
re_l_sn_1_2023-11-05_0015_1,re_l_sn_1_2023-11-05_0015.JPG,StillImage,,CC-BY4.0,2023-11-05T11:44:06Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-11-05_0015.JPG,image/jpeg,authenticate
re_l_sn_1_2023-11-10_0001_1,re_l_sn_1_2023-11-10_0001.JPG,StillImage,,CC-BY4.0,2023-11-09T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-11-10_0001.JPG,image/jpeg,authenticate
re_l_sn_1_2023-11-10_0002_1,re_l_sn_1_2023-11-10_0002.JPG,StillImage,,CC-BY4.0,2023-11-10T10:22:08Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-11-10_0002.JPG,image/jpeg,authenticate
re_l_sn_1_2023-11-21_0006_1,re_l_sn_1_2023-11-21_0006.JPG,StillImage,,CC-BY4.0,2023-11-21T21:04:05Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-11-21_0006.JPG,image/jpeg,authenticate
re_l_sn_1_2023-11-29_0001_1,re_l_sn_1_2023-11-29_0001.JPG,StillImage,,CC-BY4.0,2023-11-28T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-11-29_0001.JPG,image/jpeg,authenticate
re_l_sn_1_2023-12-11_0004_1,re_l_sn_1_2023-12-11_0004.JPG,StillImage,,CC-BY4.0,2023-12-11T11:16:32Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2023-12-11_0004.JPG,image/jpeg,authenticate
re_l_sn_1_2024-01-15_0006_1,re_l_sn_1_2024-01-15_0006.JPG,StillImage,,CC-BY4.0,2024-01-15T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-01-15_0006.JPG,image/jpeg,authenticate
re_l_sn_1_2024-01-20_0002_1,re_l_sn_1_2024-01-20_0002.JPG,StillImage,,CC-BY4.0,2024-01-20T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-01-20_0002.JPG,image/jpeg,authenticate
re_l_sn_1_2024-01-26_0005_1,re_l_sn_1_2024-01-26_0005.JPG,StillImage,,CC-BY4.0,2024-01-26T16:16:18Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-01-26_0005.JPG,image/jpeg,authenticate
re_l_sn_1_2024-04-13_0003_1,re_l_sn_1_2024-04-13_0003.JPG,StillImage,,CC-BY4.0,2024-04-13T07:05:34Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-04-13_0003.JPG,image/jpeg,authenticate
re_l_sn_1_2024-05-06_0006_1,re_l_sn_1_2024-05-06_0006.JPG,StillImage,,CC-BY4.0,2024-05-06T21:55:36Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-05-06_0006.JPG,image/jpeg,authenticate
re_l_sn_1_2024-06-22_0006_1,re_l_sn_1_2024-06-22_0006.JPG,StillImage,,CC-BY4.0,2024-06-22T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-06-22_0006.JPG,image/jpeg,authenticate
re_l_sn_1_2024-06-23_0004_1,re_l_sn_1_2024-06-23_0004.JPG,StillImage,,CC-BY4.0,2024-06-23T00:30:12Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-06-23_0004.JPG,image/jpeg,authenticate
re_l_sn_1_2024-06-26_0019_1,re_l_sn_1_2024-06-26_0019.JPG,StillImage,,CC-BY4.0,2024-06-26T01:41:08Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-06-26_0019.JPG,image/jpeg,authenticate
re_l_sn_1_2024-06-28_0003_1,re_l_sn_1_2024-06-28_0003.JPG,StillImage,,CC-BY4.0,2024-06-27T22:12:47Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-06-28_0003.JPG,image/jpeg,authenticate
re_l_sn_1_2024-06-29_0015_1,re_l_sn_1_2024-06-29_0015.JPG,StillImage,,CC-BY4.0,2024-06-29T11:45:24Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-06-29_0015.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-04_0021_1,re_l_sn_1_2024-07-04_0021.JPG,StillImage,,CC-BY4.0,2024-07-04T04:51:45Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-04_0021.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-04_0044_1,re_l_sn_1_2024-07-04_0044.JPG,StillImage,,CC-BY4.0,2024-07-04T14:49:43Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-04_0044.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-05_0003_1,re_l_sn_1_2024-07-05_0003.JPG,StillImage,,CC-BY4.0,2024-07-05T01:05:55Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-05_0003.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-05_0008_1,re_l_sn_1_2024-07-05_0008.JPG,StillImage,,CC-BY4.0,2024-07-05T03:08:43Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-05_0008.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-05_0017_1,re_l_sn_1_2024-07-05_0017.JPG,StillImage,,CC-BY4.0,2024-07-05T04:31:23Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-05_0017.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-05_0018_1,re_l_sn_1_2024-07-05_0018.JPG,StillImage,,CC-BY4.0,2024-07-05T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-05_0018.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-11_0021_1,re_l_sn_1_2024-07-11_0021.JPG,StillImage,,CC-BY4.0,2024-07-11T16:05:10Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-11_0021.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-12_0007_1,re_l_sn_1_2024-07-12_0007.JPG,StillImage,,CC-BY4.0,2024-07-12T02:41:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-12_0007.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-14_0006_1,re_l_sn_1_2024-07-14_0006.JPG,StillImage,,CC-BY4.0,2024-07-14T00:25:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-14_0006.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-16_0007_1,re_l_sn_1_2024-07-16_0007.JPG,StillImage,,CC-BY4.0,2024-07-16T02:59:37Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-16_0007.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-17_0047_1,re_l_sn_1_2024-07-17_0047.JPG,StillImage,,CC-BY4.0,2024-07-17T14:53:40Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-17_0047.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-26_0005_1,re_l_sn_1_2024-07-26_0005.JPG,StillImage,,CC-BY4.0,2024-07-26T12:36:07Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-26_0005.JPG,image/jpeg,authenticate
re_l_sn_1_2024-07-31_0008_1,re_l_sn_1_2024-07-31_0008.JPG,StillImage,,CC-BY4.0,2024-07-31T06:32:17Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-07-31_0008.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-01_0011_1,re_l_sn_1_2024-08-01_0011.JPG,StillImage,,CC-BY4.0,2024-08-01T21:35:52Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-01_0011.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-07_0009_1,re_l_sn_1_2024-08-07_0009.JPG,StillImage,,CC-BY4.0,2024-08-07T20:14:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-07_0009.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-08_0015_1,re_l_sn_1_2024-08-08_0015.JPG,StillImage,,CC-BY4.0,2024-08-08T20:10:08Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-08_0015.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-10_0061_1,re_l_sn_1_2024-08-10_0061.JPG,StillImage,,CC-BY4.0,2024-08-10T21:10:18Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-10_0061.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-10_0065_1,re_l_sn_1_2024-08-10_0065.JPG,StillImage,,CC-BY4.0,2024-08-10T21:22:37Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-10_0065.JPG,image/jpeg,authenticate
re_l_sn_1_2024-08-12_0011_1,re_l_sn_1_2024-08-12_0011.JPG,StillImage,,CC-BY4.0,2024-08-12T14:52:11Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_1/2024/re_l_sn_1_2024-08-12_0011.JPG,image/jpeg,authenticate
re_l_sn_2_2023-08-11_0012_1,re_l_sn_2_2023-08-11_0012.JPG,StillImage,,CC-BY4.0,2023-08-11T07:04:10Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2023-08-11_0012.JPG,image/jpeg,authenticate
re_l_sn_2_2023-11-27_0001_1,re_l_sn_2_2023-11-27_0001.JPG,StillImage,,CC-BY4.0,2023-11-26T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2023-11-27_0001.JPG,image/jpeg,authenticate
re_l_sn_2_2023-12-24_0001_1,re_l_sn_2_2023-12-24_0001.JPG,StillImage,,CC-BY4.0,2023-12-23T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2023-12-24_0001.JPG,image/jpeg,authenticate
re_l_sn_2_2024-04-08_0001_1,re_l_sn_2_2024-04-08_0001.JPG,StillImage,,CC-BY4.0,2024-04-07T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-04-08_0001.JPG,image/jpeg,authenticate
re_l_sn_2_2024-06-10_0001_1,re_l_sn_2_2024-06-10_0001.JPG,StillImage,,CC-BY4.0,2024-06-09T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-06-10_0001.JPG,image/jpeg,authenticate
re_l_sn_2_2024-07-19_0010_1,re_l_sn_2_2024-07-19_0010.JPG,StillImage,,CC-BY4.0,2024-07-19T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-07-19_0010.JPG,image/jpeg,authenticate
re_l_sn_2_2024-07-23_0002_1,re_l_sn_2_2024-07-23_0002.JPG,StillImage,,CC-BY4.0,2024-07-23T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-07-23_0002.JPG,image/jpeg,authenticate
re_l_sn_2_2024-07-25_0002_1,re_l_sn_2_2024-07-25_0002.JPG,StillImage,,CC-BY4.0,2024-07-25T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-07-25_0002.JPG,image/jpeg,authenticate
re_l_sn_2_2024-07-27_0002_1,re_l_sn_2_2024-07-27_0002.JPG,StillImage,,CC-BY4.0,2024-07-27T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-07-27_0002.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-04_0070_1,re_l_sn_2_2024-08-04_0070.JPG,StillImage,,CC-BY4.0,2024-08-04T21:59:23Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-04_0070.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-05_0024_1,re_l_sn_2_2024-08-05_0024.JPG,StillImage,,CC-BY4.0,2024-08-05T08:44:58Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-05_0024.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-10_0029_1,re_l_sn_2_2024-08-10_0029.JPG,StillImage,,CC-BY4.0,2024-08-09T23:42:21Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-10_0029.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-10_0057_1,re_l_sn_2_2024-08-10_0057.JPG,StillImage,,CC-BY4.0,2024-08-10T01:51:34Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-10_0057.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-12_0026_1,re_l_sn_2_2024-08-12_0026.JPG,StillImage,,CC-BY4.0,2024-08-12T03:53:46Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-12_0026.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-13_0060_1,re_l_sn_2_2024-08-13_0060.JPG,StillImage,,CC-BY4.0,2024-08-13T21:16:18Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-13_0060.JPG,image/jpeg,authenticate
re_l_sn_2_2024-08-14_0003_1,re_l_sn_2_2024-08-14_0003.JPG,StillImage,,CC-BY4.0,2024-08-13T22:08:43Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_2/2024/re_l_sn_2_2024-08-14_0003.JPG,image/jpeg,authenticate
re_l_sn_3_2023-10-10_0003_1,re_l_sn_3_2023-10-10_0003.JPG,StillImage,,CC-BY4.0,2023-10-10T12:58:03Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2023-10-10_0003.JPG,image/jpeg,authenticate
re_l_sn_3_2023-12-04_0002_1,re_l_sn_3_2023-12-04_0002.JPG,StillImage,,CC-BY4.0,2023-12-04T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2023-12-04_0002.JPG,image/jpeg,authenticate
re_l_sn_3_2024-01-10_0001_1,re_l_sn_3_2024-01-10_0001.JPG,StillImage,,CC-BY4.0,2024-01-09T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-01-10_0001.JPG,image/jpeg,authenticate
re_l_sn_3_2024-02-04_0001_1,re_l_sn_3_2024-02-04_0001.JPG,StillImage,,CC-BY4.0,2024-02-03T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-02-04_0001.JPG,image/jpeg,authenticate
re_l_sn_3_2024-03-03_0002_1,re_l_sn_3_2024-03-03_0002.JPG,StillImage,,CC-BY4.0,2024-03-03T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-03-03_0002.JPG,image/jpeg,authenticate
re_l_sn_3_2024-03-09_0002_1,re_l_sn_3_2024-03-09_0002.JPG,StillImage,,CC-BY4.0,2024-03-09T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-03-09_0002.JPG,image/jpeg,authenticate
re_l_sn_3_2024-03-22_0001_1,re_l_sn_3_2024-03-22_0001.JPG,StillImage,,CC-BY4.0,2024-03-21T23:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-03-22_0001.JPG,image/jpeg,authenticate
re_l_sn_3_2024-06-16_0002_1,re_l_sn_3_2024-06-16_0002.JPG,StillImage,,CC-BY4.0,2024-06-16T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-06-16_0002.JPG,image/jpeg,authenticate
re_l_sn_3_2024-06-20_0002_1,re_l_sn_3_2024-06-20_0002.JPG,StillImage,,CC-BY4.0,2024-06-20T11:00:00Z,,time lapse,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-06-20_0002.JPG,image/jpeg,authenticate
re_l_sn_3_2024-07-09_0003_1,re_l_sn_3_2024-07-09_0003.JPG,StillImage,,CC-BY4.0,2024-07-08T23:03:40Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-07-09_0003.JPG,image/jpeg,authenticate
re_l_sn_3_2024-07-23_0003_1,re_l_sn_3_2024-07-23_0003.JPG,StillImage,,CC-BY4.0,2024-07-23T13:53:39Z,,activity detection,national_monitoring/images_renamed/borgefjell/re_l_sn_3/2024/re_l_sn_3_2024-07-23_0003.JPG,image/jpeg,authenticate
